Print ISSN,E-ISSN,Field,Journal Title,Publisher,AJG 2024
0010-0277,1873-7838,PSYCH (GENERAL),Cognition,Elsevier,4
0963-7214,1467-8721,PSYCH (GENERAL),Current Directions in Psychological Science,SAGE,4
1076-898X,1939-2192,PSYCH (GENERAL),Journal of Experimental Psychology: Applied,American Psychological Association,4
0096-3445,1939-2222,PSYCH (GENERAL),Journal of Experimental Psychology: General,American Psychological Association,4
0022-1031,1096-0465,PSYCH (GENERAL),Journal of Experimental Social Psychology,Elsevier,4
0022-3514,1939-1315,PSYCH (GENERAL),Journal of Personality and Social Psychology,American Psychological Association,4
,2397-3374,PSYCH (GENERAL),Nature Human Behaviour,Springer Nature,4
0146-1672,1552-7433,PSYCH (GENERAL),Personality and Social Psychology Bulletin,SAGE,4
0033-2909,1939-1455,PSYCH (GENERAL),Psychological Bulletin,American Psychological Association,4
0033-295X,1939-1471,PSYCH (GENERAL),Psychological Review,American Psychological Association,4
0007-1269,2044-8295,PSYCH (GENERAL),British Journal of Psychology,Wiley-Blackwell,3
0144-6665,2044-8309,PSYCH (GENERAL),British Journal of Social Psychology,Wiley-Blackwell,3
0364-0213,1551-6709,PSYCH (GENERAL),Cognitive Science,Wiley-Blackwell,3
0046-2772,1099-0992,PSYCH (GENERAL),European Journal of Social Psychology,Wiley-Blackwell,3
0894-3257,1099-0771,PSYCH (GENERAL),Journal of Behavioral Decision Making,Wiley-Blackwell,3
0022-0027,1552-8766,PSYCH (GENERAL),Journal of Conflict Resolution,SAGE,3
0022-0221,1552-5422,PSYCH (GENERAL),Journal of Cross-Cultural Psychology,SAGE,3
0272-4944,1522-9610,PSYCH (GENERAL),Journal of Environmental Psychology,Elsevier,3
0278-7393,1939-1285,PSYCH (GENERAL),Journal of Experimental Psychology: Learning Memory and Cognition,American Psychological Association,3
0022-2496,1096-0880,PSYCH (GENERAL),Journal of Mathematical Psychology,Elsevier,3
0022-3506,1467-6494,PSYCH (GENERAL),Journal of Personality,Wiley-Blackwell,3
1930-2975,1930-2975,PSYCH (GENERAL),Judgment and Decision Making,Society for Judgment and Decision Making,3
0191-8869,1873-3549,PSYCH (GENERAL),Personality and Individual Differences,Elsevier,3
0340-0727,1430-2772,PSYCH (GENERAL),Psychological Research,Springer Nature,3
0361-6843,1471-6402,PSYCH (GENERAL),Psychology of Women Quarterly,SAGE,3
0033-3123,1860-0980,PSYCH (GENERAL),Psychometrika,Springer Nature,3
1747-0218,1747-0226,PSYCH (GENERAL),Quarterly Journal of Experimental Psychology,SAGE,3
1948-5506,1948-5514,PSYCH (GENERAL),Social Psychological and Personality Science,SAGE,3
1532-2998,1532-3005,PSYCH (GENERAL),Stress and Health,Wiley-Blackwell,3
2515-2459,2515-2467,PSYCH (GENERAL),Advances in Methods and Practices in Psychological Science (AMPPS),SAGE,2
0888-4080,1099-0720,PSYCH (GENERAL),Applied Cognitive Psychology,Wiley-Blackwell,2
,2365-7464,PSYCH (GENERAL),Cognitive Research: Principles and Implications,Springer Nature,2
,2474-7394,PSYCH (GENERAL),Collabra: Psychology,University of California Press,2
1040-0419,1532-6934,PSYCH (GENERAL),Creativity Research Journal,Taylor & Francis,2
2325-9965,2325-9973,PSYCH (GENERAL),Decision,American Psychological Association,2
1015-5759,2151-2426,PSYCH (GENERAL),European Journal of Psychological Assessment,Hogrefe Publishing,2
1555-3434,2169-5032,PSYCH (GENERAL),Journal of Cognitive Engineering and Decision Making,SAGE,2
0090-4392,1520-6629,PSYCH (GENERAL),Journal of Community Psychology,Wiley-Blackwell,2
0167-4870,1872-7719,PSYCH (GENERAL),Journal of Economic Psychology,Elsevier,2
0261-927X,1552-6526,PSYCH (GENERAL),Journal of Language and Social Psychology,SAGE,2
0191-5886,1573-3653,PSYCH (GENERAL),Journal of Nonverbal Behavior,Springer Nature,2
0036-5564,1467-9450,PSYCH (GENERAL),Scandinavian Journal of Psychology,Wiley-Blackwell,2
2190-8370,2151-2604,PSYCH (GENERAL),Zeitschrift fur Psychologie / Journal of Psychology,Hogrefe Publishing,2
0002-7642,1552-3381,PSYCH (GENERAL),American Behavioral Scientist,SAGE,1
0002-9556,1939-8298,PSYCH (GENERAL),American Journal of Psychology,University of Illinois Press,1
0004-9530,1742-9536,PSYCH (GENERAL),Australian Journal of Psychology,Taylor & Francis,1
0197-3533,1532-4834,PSYCH (GENERAL),Basic and Applied Social Psychology,Taylor & Francis,1
0008-400X,1879-2669,PSYCH (GENERAL),Canadian Journal of Behavioural Science,American Psychological Association,1
0708-5591,1878-7304,PSYCH (GENERAL),Canadian Psychology,Canadian Psychological Association,1
1046-1310,1936-4733,PSYCH (GENERAL),Current Psychology,Springer Nature,1
,2673-8627,PSYCH (GENERAL),European Journal of Psychology Open,Hogrefe Publishing,1
1016-9040,1878-531X,PSYCH (GENERAL),European Psychologist,Hogrefe Publishing,1
0147-1767,1873-7552,PSYCH (GENERAL),International Journal of Intercultural Relations,Elsevier,1
0020-7594,1464-066X,PSYCH (GENERAL),International Journal of Psychology,Wiley-Blackwell,1
0021-5368,1468-5884,PSYCH (GENERAL),Japanese Psychological Research,Wiley-Blackwell,1
1072-0537,1521-0650,PSYCH (GENERAL),Journal of Constructivist Psychology,Taylor & Francis,1
1389-4978,1573-7780,PSYCH (GENERAL),Journal of Happiness Studies,Springer Nature,1
1834-4909,1834-4909,PSYCH (GENERAL),Journal of Pacific Rim Psychology,SAGE,1
1743-9760,1743-9779,PSYCH (GENERAL),Journal of Positive Psychology,Taylor & Francis,1
0022-4545,1940-1183,PSYCH (GENERAL),Journal of Social Psychology,Taylor & Francis,1
1901-2276,1904-0016,PSYCH (GENERAL),Nordic Psychology,Taylor & Francis,1
0214-9915,1886-144X,PSYCH (GENERAL),Psicothema,Colegio Oficial de Psicologos,1
0048-5705,1451-9283,PSYCH (GENERAL),Psihologija,Serbian Psychological Society,1
0033-2941,1558-691X,PSYCH (GENERAL),Psychological Reports,SAGE,1
0952-8229,0952-8229,PSYCH (GENERAL),Psychologist,The British Psychological Society,1
0885-7466,1573-6725,PSYCH (GENERAL),Social Justice Research,Springer Nature,1
0081-2463,2078-208X,PSYCH (GENERAL),South African Journal of Psychology,SAGE,1
1138-7416,1988-2904,PSYCH (GENERAL),Spanish Journal of Psychology,Cambridge University Press,1
0022-3980,1940-1019,PSYCH (GENERAL),The Journal of Psychology,Taylor & Francis,1
0021-9010,1939-1854,PSYCH (WOP-OB),Journal of Applied Psychology,American Psychological Association,4*
0031-5826,1744-6570,PSYCH (WOP-OB),Personnel Psychology,Wiley-Blackwell,4*
0963-1798,2044-8325,PSYCH (WOP-OB),Journal of Occupational and Organizational Psychology,Wiley-Blackwell,4
1076-8998,1939-1307,PSYCH (WOP-OB),Journal of Occupational Health Psychology,American Psychological Association,4
0894-3796,1099-1379,PSYCH (WOP-OB),Journal of Organizational Behavior,Wiley-Blackwell,4
0001-8791,1095-9084,PSYCH (WOP-OB),Journal of Vocational Behavior,Elsevier,4
0749-5978,1095-9920,PSYCH (WOP-OB),Organizational Behavior and Human Decision Processes,Elsevier,4
0267-8373,1464-5335,PSYCH (WOP-OB),Work and Stress,Taylor & Francis,4
0001-4575,1879-2057,PSYCH (WOP-OB),Accident Analysis and Prevention,Elsevier,3
0003-6870,1872-9126,PSYCH (WOP-OB),Applied Ergonomics,Elsevier,3
0269-994X,1464-0597,PSYCH (WOP-OB),Applied Psychology,Wiley-Blackwell,3
0014-0139,1366-5847,PSYCH (WOP-OB),Ergonomics,Taylor & Francis,3
1359-432X,1464-0643,PSYCH (WOP-OB),European Journal of Work and Organizational Psychology,Taylor & Francis,3
0018-7208,1547-8181,PSYCH (WOP-OB),Human Factors,SAGE,3
0895-9285,1532-7043,PSYCH (WOP-OB),Human Performance,Taylor & Francis,3
0342-5282,1473-5660,PSYCH (WOP-OB),International Journal of Rehabilitation Research,Wolters Kluwer Health,3
0889-3268,1573-353X,PSYCH (WOP-OB),Journal of Business and Psychology,Springer Nature,3
0268-3946,1758-7778,PSYCH (WOP-OB),Journal of Managerial Psychology,Emerald,3
0022-4405,1873-3506,PSYCH (WOP-OB),Journal of School Psychology,Elsevier,3
1351-0711,1470-7926,PSYCH (WOP-OB),Occupational and Environmental Medicine,BMJ Publishing Group,3
0355-3140,1795-990X,PSYCH (WOP-OB),"Scandinavian Journal of Work, Environment and Health",Finnish Institute of Occupational Health,3
0146-6216,1552-3497,PSYCH (WOP-OB),Applied Psychological Measurement,SAGE,2
1758-0846,1758-0854,PSYCH (WOP-OB),Applied Psychology: Health and Well-Being,Wiley-Blackwell,2
1435-5558,1435-5566,PSYCH (WOP-OB),"Cognition, Technology and Work",Springer Nature,2
1089-2699,1930-7802,PSYCH (WOP-OB),Group Dynamics,American Psychological Association,2
0340-0131,1432-1246,PSYCH (WOP-OB),International Archives of Occupational and Environmental Health,Springer Nature,2
0169-8141,1872-8219,PSYCH (WOP-OB),International Journal of Industrial Ergonomics,Elsevier,2
0965-075X,1468-2389,PSYCH (WOP-OB),International Journal of Selection and Assessment,Wiley-Blackwell,2
1072-5245,1573-3424,PSYCH (WOP-OB),International Journal of Stress Management,American Psychological Association,2
0021-9029,1559-1816,PSYCH (WOP-OB),Journal of Applied Social Psychology,Wiley-Blackwell,2
1069-0727,1552-4590,PSYCH (WOP-OB),Journal of Career Assessment,SAGE,2
1076-2752,1536-5948,PSYCH (WOP-OB),Journal of Occupational and Environmental Medicine,Wolters Kluwer Health,2
1053-0487,1573-3688,PSYCH (WOP-OB),Journal of Occupational Rehabilitation,Springer Nature,2
1866-5888,2190-5150,PSYCH (WOP-OB),Journal of Personnel Psychology,Hogrefe Publishing,2
0022-4375,1879-1247,PSYCH (WOP-OB),Journal of Safety Research,Elsevier,2
2041-3866,2041-3874,PSYCH (WOP-OB),Organizational Psychology Review,SAGE,2
0090-5550,1939-1544,PSYCH (WOP-OB),Rehabilitation Psychology,American Psychological Association,2
1046-4964,1552-8278,PSYCH (WOP-OB),Small Group Research,SAGE,2
1366-8803,1469-3615,PSYCH (WOP-OB),"Community, Work and Family",Taylor & Francis,1
0963-8288,1464-5165,PSYCH (WOP-OB),Disability and Rehabilitation,Taylor & Francis,1
,1736-6399,PSYCH (WOP-OB),European Work and Organizational Psychology in practice,European Association of Work and Organizational Psychology,1
0921-5077,1875-7235,PSYCH (WOP-OB),Gedrag en Organisatie,Amsterdam University Press,1
1090-8471,1520-6564,PSYCH (WOP-OB),Human Factors and Ergonomics In Manufacturing,Wiley-Blackwell,1
2472-5838,2472-5846,PSYCH (WOP-OB),IISE Transactions on Occupational Ergonomics and Human Factors,Taylor & Francis,1
1754-9426,1754-9434,PSYCH (WOP-OB),Industrial and Organizational Psychology,Cambridge University Press,1
1750-2764,2396-8753,PSYCH (WOP-OB),International Coaching Psychology Review,The British Psychological Society,1
1873-0388,1573-1782,PSYCH (WOP-OB),International Journal for Educational and Vocational Guidance,Springer Nature,1
1080-3548,2376-9130,PSYCH (WOP-OB),International Journal of Occupational Safety and Ergonomics,Taylor & Francis,1
1753-8351,1753-836X,PSYCH (WOP-OB),International Journal of Workplace Health Management,Emerald,1
1382-340X,1571-8069,PSYCH (WOP-OB),International Negotiation,Brill,1
0894-8453,1573-3548,PSYCH (WOP-OB),Journal of Career Development,SAGE,1
0022-0787,2161-1920,PSYCH (WOP-OB),Journal of Employment Counseling,Wiley-Blackwell,1
1607-2960,,PSYCH (WOP-OB),Journal of Rehabilitation,National Rehabilitation Association,1
0899-5605,1532-7876,PSYCH (WOP-OB),Military Psychology,Taylor & Francis,1
0962-7480,1471-8405,PSYCH (WOP-OB),Occupational Medicine,Oxford University Press,1
1420-2530,1778-3631,PSYCH (WOP-OB),Psychologie du Travail et des Organisations,Elsevier,1
1088-7156,1550-3461,PSYCH (WOP-OB),Psychologist-Manager Journal,American Psychological Association,1
0034-3552,1538-4853,PSYCH (WOP-OB),Rehabilitation Counseling Bulletin,SAGE,1
1479-3555,,PSYCH (WOP-OB),Research in Occupational Stress and Well Being,Emerald,1
1162-9088,1878-3457,PSYCH (WOP-OB),Revue Europeenne de Psychologie Appliquee,Elsevier,1
1937-1918,1937-190X,PSYCH (WOP-OB),Social Work in Public Health,Taylor & Francis,1
0258-5200,2071-0763,PSYCH (WOP-OB),South African Journal of Industrial Psychology,AOSIS (pty) Ltd,1
2157-3905,2157-3913,PSYCH (WOP-OB),"Sport, Exercise, and Performance Psychology",American Psychological Association,1
2472-1840,2472-1832,PSYCH (WOP-OB),The International Journal of Aerospace Psychology,Taylor & Francis,1
1972-6325,,PSYCH (WOP-OB),"TPM - Testing, Psychometrics, Methodology in Applied Psychology",Cises SRL,1
1051-9815,1875-9270,PSYCH (WOP-OB),Work,IOS Press,1
0932-4089,2190-6270,PSYCH (WOP-OB),Zeitschrift fur Arbeits- und Organisationspsychologie,Hogrefe Publishing,1
0033-3352,1540-6210,PUB SEC,Public Administration Review,Wiley-Blackwell,4*
0952-1895,1468-0491,PUB SEC,Governance,Wiley-Blackwell,4
1053-1858,1477-9803,PUB SEC,Journal of Public Administration Research and Theory,Oxford University Press,4
0033-3298,1467-9299,PUB SEC,Public Administration,Wiley-Blackwell,4
1471-9037,1471-9045,PUB SEC,Public Management Review,Taylor & Francis,4
0275-0740,1552-3357,PUB SEC,American Review of Public Administration,SAGE,3
2399-6544,2399-6552,PUB SEC,Environment and Planning C: Politics and Space,SAGE,3
0017-9124,1475-6773,PUB SEC,Health Services Research,Wiley-Blackwell,3
1096-7494,1559-3169,PUB SEC,International Public Management Journal,Taylor & Francis,3
0020-8523,1461-7226,PUB SEC,International Review of Administrative Sciences,SAGE,3
1350-1763,1466-4429,PUB SEC,Journal of European Public Policy,Taylor & Francis,3
0276-8739,1520-6688,PUB SEC,Journal of Policy Analysis and Management,Wiley-Blackwell,3
0887-378X,1468-0009,PUB SEC,Milbank Quarterly,Wiley-Blackwell,3
0305-5736,1470-8442,PUB SEC,Policy and Politics,Policy Press (Bristol University Press),3
0190-292X,1541-0072,PUB SEC,Policy Studies Journal,Wiley-Blackwell,3
1748-5983,1748-5991,PUB SEC,Regulation and Governance,Wiley-Blackwell,3
0095-3997,1552-3039,PUB SEC,Administration and Society,SAGE,2
0313-6647,1467-8500,PUB SEC,Australian Journal of Public Administration,Wiley-Blackwell,2
1741-1432,1741-1440,PUB SEC,Educational Management Administration and Leadership,SAGE,2
1744-2648,1744-2656,PUB SEC,Evidence and Policy,Policy Press (Bristol University Press),2
0361-6274,1550-5030,PUB SEC,Health Care Management Review,Wolters Kluwer Health,2
1386-9620,1572-9389,PUB SEC,Health Care Management Science,Springer Nature,2
0168-8510,1872-6054,PUB SEC,Health Policy,Elsevier,2
2047-0894,2047-0908,PUB SEC,International Journal of Emergency Services,Emerald,2
0190-0692,1532-4265,PUB SEC,International Journal of Public Administration,Taylor & Francis,2
1355-8196,1758-1060,PUB SEC,Journal of Health Services Research and Policy,SAGE,2
0143-814X,1469-7815,PUB SEC,Journal of Public Policy,Cambridge University Press,2
0300-3930,1743-9388,PUB SEC,Local Government Studies,Taylor & Francis,2
2398-4910,2398-4929,PUB SEC,Perspectives on Public Management & Governance,Oxford University Press,2
1363-951X,1758-695X,PUB SEC,Policing,Emerald,2
,2574-1292,PUB SEC,Policy Design and Practice,Taylor & Francis,2
0144-2872,1470-1006,PUB SEC,Policy Studies,Taylor & Francis,2
0271-2075,1099-162X,PUB SEC,Public Administration and Development,Wiley-Blackwell,2
1099-9922,1558-0989,PUB SEC,Public Integrity,Taylor & Francis,2
0954-0962,1467-9302,PUB SEC,Public Money and Management,Taylor & Francis,2
1566-7170,1573-7098,PUB SEC,Public Organization Review,Springer Nature,2
1530-9576,1557-9271,PUB SEC,Public Performance & Management Review,Taylor & Francis,2
0091-0260,1945-7421,PUB SEC,Public Personnel Management,SAGE,2
0952-0767,1749-4192,PUB SEC,Public Policy and Administration,SAGE,2
1541-132X,1541-1338,PUB SEC,Review of Policy Research,Wiley-Blackwell,2
0734-371X,1552-759X,PUB SEC,Review of Public Personnel Administration,SAGE,2
0144-5596,1467-9515,PUB SEC,Social Policy and Administration,Wiley-Blackwell,2
1532-4400,1946-1607,PUB SEC,State Politics and Policy Quarterly,Cambridge University Press,2
1750-6166,1750-6166,PUB SEC,"Transforming Government: People, Process and Policy",Emerald,2
1084-1806,1949-0461,PUB SEC,Administrative Theory and Praxis,Taylor & Francis,1
2050-2680,2050-2680,PUB SEC,Asia and the Pacific Policy Studies,Wiley-Blackwell,1
2327-6665,2327-6673,PUB SEC,Asia Pacific Journal of Public Administration,Taylor & Francis,1
0034-7612,1982-3134,PUB SEC,Brazilian Journal of Public Administration (Revista de Administração Pública - RAP),"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo",1
1358-0574,1759-7382,PUB SEC,British Journal of Health Care Management,MA Healthcare Ltd,1
0008-4840,1754-7121,PUB SEC,Canadian Public Administration,Wiley-Blackwell,1
0317-0861,1911-9917,PUB SEC,Canadian Public Policy/Analyse de politiques,University of Toronto Press,1
0951-4848,1758-1044,PUB SEC,Health Services Management Research,SAGE,1
0951-354X,0951-354X,PUB SEC,International Journal of Educational Management,Emerald,1
0952-6862,0952-6862,PUB SEC,International Journal of Health Care Quality Assurance,Emerald,1
2059-4631,2059-464X,PUB SEC,International Journal of Health Governance,Emerald,1
1368-2156,1741-5144,PUB SEC,International Journal of Healthcare Technology and Management,Inderscience Publishers,1
2056-4929,2056-4937,PUB SEC,International Journal of Public Leadership,Emerald,1
0951-3558,0951-3558,PUB SEC,International Journal of Public Sector Management,Emerald,1
1229-4659,2331-7795,PUB SEC,International Review of Public Administration,Taylor & Francis,1
1751-6234,1751-6242,PUB SEC,Journal of Asian Public Policy,Taylor & Francis,1
1387-6988,1572-5448,PUB SEC,Journal of Comparative Policy Analysis,Taylor & Francis,1
1477-7266,1758-7247,PUB SEC,Journal of Health Organization and Management,Emerald,1
1472-3891,1479-1854,PUB SEC,Journal of Public Affairs,Wiley-Blackwell,1
1523-6803,2328-9643,PUB SEC,Journal of Public Affairs Education,Taylor & Francis,1
1751-1879,1751-1887,PUB SEC,Leadership in Health Services,Emerald,1
,1752-4520,PUB SEC,Policing: A journal of policy and practice,Oxford University Press,1
0734-9149,2327-4433,PUB SEC,Public Administration Quarterly,Southern Public Administration Education Foundation Inc.,1
1087-724X,1552-7549,PUB SEC,Public Works Management and Policy,SAGE,1
0160-323X,1943-3409,PUB SEC,State and Local Government Review,SAGE,1
0144-7394,2047-8720,PUB SEC,Teaching Public Administration,SAGE,1
2040-8056,2040-8064,PUB SEC,Voluntary Sector Review,Bristol University Press,1
0013-0095,1944-8287,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Economic Geography,Taylor & Francis,4
1468-2702,1468-2710,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Economic Geography,Oxford University Press,4
0034-3404,1360-0591,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Regional Studies,Taylor & Francis,4
1752-1378,1752-1386,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT","Cambridge Journal of Regions, Economy and Society",Oxford University Press,3
0308-518X,1472-3409,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Environment and Planning A,SAGE,3
0969-7764,1461-7145,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",European Urban and Regional Studies,SAGE,3
0959-3780,1872-9495,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Global Environmental Change,Elsevier,3
0022-4146,1467-9787,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Regional Science,Wiley-Blackwell,3
0743-0167,1873-1392,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Rural Studies,Elsevier,3
1056-8190,1435-5957,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Papers in Regional Science,Elsevier,3
0166-0462,1879-2308,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Regional Science and Urban Economics,Elsevier,3
0042-0980,1360-063X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Urban Studies,SAGE,3
0570-1864,1432-0592,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Annals of Regional Science,Springer Nature,2
0264-2751,1873-6084,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Cities,Elsevier,2
0144-6193,1466-433X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Construction Management and Economics,Taylor & Francis,2
0965-4313,1469-5944,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",European Planning Studies,Taylor & Francis,2
0017-4815,1468-2257,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Growth and Change,Wiley-Blackwell,2
0309-1317,1468-2427,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",International Journal of Urban and Regional Research,Wiley-Blackwell,2
1753-8335,1753-8343,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Place Management and Development,Emerald,2
0269-0942,1470-9325,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Local Economy,SAGE,2
0041-0020,1478-341X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Town Planning Review,Liverpool University Press,2
2310-4988,2306-5133,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",African Evaluation Journal,AOSIS (pty) Ltd,1
2044-124X,2044-1258,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Built Environment Project and Asset Management,Emerald,1
1535-3958,1535-3966,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Corporate Social Responsibility and Environmental Management,Wiley-Blackwell,1
1750-6220,1750-6220,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",International Journal of Energy Sector Management,Emerald,1
1753-8270,1753-8289,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",International Journal of Housing Markets and Analysis,Emerald,1
1463-001X,1479-1048,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Corporate Real Estate,Emerald,1
1753-9269,1753-9277,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of European Real Estate Research,Emerald,1
1366-4387,1759-8443,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Financial Management of Property and Construction,Emerald,1
1435-5930,1435-5949,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Journal of Geographical Systems,Springer Nature,1
1864-4031,1864-404X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Letters in Spatial and Resource Sciences,Springer Nature,1
1359-7566,1743-9434,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",Regional and Federal Studies,Taylor & Francis,1
0160-7383,1873-7722,SECTOR,Annals of Tourism Research,Elsevier,4
1094-6705,1552-7379,SECTOR,Journal of Service Research,SAGE,4
0047-2875,1552-6763,SECTOR,Journal of Travel Research,SAGE,4
0261-5177,1879-3193,SECTOR,Tourism Management,Elsevier,4
0191-2615,1879-2367,SECTOR,"Transportation Research, Series B: Methodological",Elsevier,4
0195-6574,1944-9089,SECTOR,Energy Journal,SAGE,3
1618-4742,1746-031X,SECTOR,European Sport Management Quarterly,Taylor & Francis,3
0306-9192,1873-5657,SECTOR,Food Policy,Elsevier,3
0959-6119,1757-1049,SECTOR,International Journal of Contemporary Hospitality Management,Emerald,3
0278-4319,1873-4693,SECTOR,International Journal of Hospitality Management,Elsevier,3
0966-9582,1747-7646,SECTOR,Journal of Sustainable Tourism,Taylor & Francis,3
0899-7640,1552-7395,SECTOR,Nonprofit and Voluntary Sector Quarterly,SAGE,3
0965-8564,1879-2375,SECTOR,"Transportation Research, Part A: Policy and Practice",Elsevier,3
1361-9209,1879-2340,SECTOR,"Transportation Research, Part D: Transport and Environment",Elsevier,3
1366-5545,1878-5794,SECTOR,"Transportation Research, Part E: Logistics and Transportation Review",Elsevier,3
1174-5398,2159-6816,SECTOR,Annals of Leisure Research,Taylor & Francis,2
0961-3218,1466-4321,SECTOR,Building Research and Information,Taylor & Francis,2
1938-9655,1938-9663,SECTOR,Cornell Hospitality Quarterly,SAGE,2
1368-3500,1747-7603,SECTOR,Current Issues in Tourism,Taylor & Francis,2
0301-4215,1873-6777,SECTOR,Energy Policy,Elsevier,2
0364-152X,1432-1009,SECTOR,Environmental Management,Springer Nature,2
1525-9951,1943-4308,SECTOR,Event Management,Cognizant Communication Corporation,2
2042-7913,2042-7921,SECTOR,Hospitality and Society,Intellect Publishers,2
1648-715X,1648-9179,SECTOR,International Journal of Strategic Property Management,Vilnius Gediminas Technical University,2
1099-2340,1522-1970,SECTOR,International Journal of Tourism Research,Wiley-Blackwell,2
1447-6770,1839-5260,SECTOR,Journal of Hospitality and Tourism Management,Elsevier,2
1096-3480,1557-7554,SECTOR,Journal of Hospitality and Tourism Research,SAGE,2
0742-597X,1943-5479,SECTOR,Journal of Management in Engineering - ASCE,American Society of Civil Engineers,2
1757-5818,1757-5826,SECTOR,Journal of Service Management,Emerald,2
0888-4773,1543-270X,SECTOR,Journal of Sport Management,Human Kinetics Publishers Inc.,2
1527-0025,1552-7794,SECTOR,Journal of Sports Economics,SAGE,2
0966-6923,1873-1236,SECTOR,Journal of Transport Geography,Elsevier,2
1054-8408,1540-7306,SECTOR,Journal of Travel and Tourism Marketing,Taylor & Francis,2
0149-0400,1521-0588,SECTOR,Leisure Sciences,Taylor & Francis,2
0261-4367,1466-4496,SECTOR,Leisure Studies,Taylor & Francis,2
0308-597X,1872-9460,SECTOR,Marine Policy,Elsevier,2
0308-8839,1464-5254,SECTOR,Maritime Policy and Management,Taylor & Francis,2
0964-7775,1872-9185,SECTOR,Museum Management and Curatorship,Taylor & Francis,2
1502-2250,1502-2269,SECTOR,Scandinavian Journal of Hospitality and Tourism,Taylor & Francis,2
0264-2069,1743-9507,SECTOR,Service Industries Journal,Taylor & Francis,2
1441-3523,1839-2083,SECTOR,Sport Management Review,Taylor & Francis,2
1083-5423,1943-3999,SECTOR,Tourism Analysis,Cognizant Communication Corporation,2
1354-8166,2044-0375,SECTOR,Tourism Economics,SAGE,2
1461-6688,1470-1340,SECTOR,Tourism Geographies,Taylor & Francis,2
2211-9736,2211-9744,SECTOR,Tourism Management Perspectives,Elsevier,2
2156-8316,2156-8324,SECTOR,Tourism Planning and Development,Taylor & Francis,2
0250-8281,2320-0308,SECTOR,Tourism Recreation Research,Taylor & Francis,2
0967-070X,1879-310X,SECTOR,Transport Policy,Elsevier,2
0144-1647,1464-5327,SECTOR,Transport Reviews,Taylor & Francis,2
0049-4488,1572-9435,SECTOR,Transportation,Springer Nature,2
0957-8765,1573-7888,SECTOR,Voluntas,Springer Nature,2
1745-3542,1745-3542,SECTOR,Advances in Hospitality and Leisure,Emerald,1
1303-2917,2156-6909,SECTOR,Anatolia: An International Journal of Tourism and Hospitality Research,Taylor & Francis,1
1094-1665,1741-6507,SECTOR,Asia Pacific Journal of Tourism Research,Taylor & Francis,1
0007-070X,1758-4108,SECTOR,British Food Journal,Emerald,1
,2398-5038,SECTOR,"Digital Policy, Regulation and Governance",Emerald,1
0969-9988,1365-232X,SECTOR,"Engineering, Construction and Architectural Management",Emerald,1
0263-2772,0263-2772,SECTOR,Facilities,Emerald,1
2516-8142,2516-8142,SECTOR,International Hospitality Review,Emerald,1
1750-6182,,SECTOR,"International Journal of Culture, Tourism and Hospitality Research",Emerald,1
1758-2954,1758-2962,SECTOR,International Journal of Event and Festival Management,Emerald,1
1352-7258,1470-3610,SECTOR,International Journal of Heritage Studies,Taylor & Francis,1
1525-6480,1525-6499,SECTOR,International Journal of Hospitality and Tourism Administration,Taylor & Francis,1
2152-7857,2152-7865,SECTOR,International Journal of Sport and Society,Sport & Society Research Network,1
1558-6235,1930-076X,SECTOR,International Journal of Sport Finance,FiT Publishing,1
1546-234X,,SECTOR,International Journal of Sport Management,American Press,1
