ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-0-408-03004-5,9780408030045,Power Electronics Handbook,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780408030045,Book,Butterworth-Heinemann
978-0-408-02950-6,9780408029506,Food Structure,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780408029506,Book,Butterworth-Heinemann
978-0-408-00498-5,9780408004985,"Marine Electrical, Practice (Fifth Edition)",,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780408004985,Book,Butterworth-Heinemann
978-0-408-00519-7,9780408005197,"Handbook of Heating, Ventilating and Air Conditioning (Eighth Edition)",,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780408005197,Book,Butterworth-Heinemann
978-0-408-00525-8,9780408005258,Handbook of Industrial Lighting,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780408005258,Book,Butterworth-Heinemann
978-0-408-02732-8,9780408027328,Modern Approaches to Animal Cell Technology,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780408027328,Book,Butterworth-Heinemann
978-0-408-03765-5,9780408037655,Solid–Liquid Separation,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780408037655,Book,Butterworth-Heinemann
978-0-408-03165-3,9780408031653,Comparative Judicial Systems,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780408031653,Book,Butterworth-Heinemann
978-0-433-21971-2,9780433219712,Excitable Cells,,,,Monographs in Modern Biology for Upper School and University Courses,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780433219712,Book,Butterworth-Heinemann
978-0-433-27255-7,9780433272557,Thyroid Disease and Muscle Dysfunction,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780433272557,Book,Butterworth-Heinemann
978-0-433-24750-0,9780433247500,Metabolic Diseases in Farm Animals,,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780433247500,Book,Butterworth-Heinemann
978-0-433-24720-3,9780433247203,Liver Disease,,,,,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780433247203,Book,Butterworth-Heinemann
978-0-433-24220-8,9780433242208,Measure for Measure,,,,,1973,2013/11/17,https://www.sciencedirect.com/science/book/9780433242208,Book,Butterworth-Heinemann
978-0-407-00341-5,9780407003415,Anatomy,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407003415,Book,Butterworth-Heinemann
978-0-433-18750-9,9780433187509,Pets and Their Problems,,,,,1968,2013/11/17,https://www.sciencedirect.com/science/book/9780433187509,Book,Butterworth-Heinemann
978-0-407-00323-1,9780407003231,Nuclear Structures,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407003231,Book,Butterworth-Heinemann
978-0-433-30503-3,9780433305033,Chromatography (Third Edition),,,,,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780433305033,Book,Butterworth-Heinemann
978-0-407-00322-4,9780407003224,Nuclear Medicine in Urology and Nephrology (Second Edition),,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407003224,Book,Butterworth-Heinemann
978-0-407-00304-0,9780407003040,Plant Pests and their Control,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407003040,Book,Butterworth-Heinemann
978-0-433-19000-4,9780433190004,Clinical Anxiety,,,,,1971,2013/11/17,https://www.sciencedirect.com/science/book/9780433190004,Book,Butterworth-Heinemann
978-0-433-18900-8,9780433189008,Crohn's Disease,,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780433189008,Book,Butterworth-Heinemann
978-0-433-18820-9,9780433188209,The Role of Chromosomes in Cancer Biology,,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780433188209,Book,Butterworth-Heinemann
978-0-434-90173-9,9780434901739,Production Technology,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434901739,Book,Butterworth-Heinemann
978-0-407-00339-2,9780407003392,Recent Developments in Pig Nutrition,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407003392,Book,Butterworth-Heinemann
978-0-433-32321-1,9780433323211,"Hypnotism, Hysteria and Epilepsy",,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780433323211,Book,Butterworth-Heinemann
978-0-407-00117-6,9780407001176,Principles of X-ray Diagnosis of the Skull (Second Edition),,,,,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780407001176,Book,Butterworth-Heinemann
978-0-434-90148-7,9780434901487,Electrical Principles 3 Checkbook,,,,The Checkbooks Series,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780434901487,Book,Butterworth-Heinemann
978-0-434-90118-0,9780434901180,Radar and ARPA Manual,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434901180,Book,Newnes
978-0-434-90113-5,9780434901135,Newnes Engineering Materials Pocket Book,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434901135,Book,Newnes
978-0-434-90078-7,9780434900787,Mechanical Technology (Second Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434900787,Book,Newnes
978-0-407-00429-0,9780407004290,Computer Applications in Agricultural Environments,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407004290,Book,Butterworth-Heinemann
978-0-408-70549-3,9780408705493,Microbial Engineering,,,,,1973,2013/11/17,https://www.sciencedirect.com/science/book/9780408705493,Book,Butterworth-Heinemann
978-0-433-34704-0,9780433347040,Practical Zoology (Sixth Edition),,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780433347040,Book,Butterworth-Heinemann
978-0-408-71010-7,9780408710107,Recent Advances in Animal Nutrition–1977,,,,Studies in the Agricultural and Food Sciences,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780408710107,Book,Butterworth-Heinemann
978-0-407-00375-0,9780407003750,Noninvasive Diagnosis of Vascular Disease,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407003750,Book,Butterworth-Heinemann
978-0-433-31591-9,9780433315919,Genetic Counselling (Second Edition),,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780433315919,Book,Butterworth-Heinemann
978-0-433-30882-9,9780433308829,The Self and Autism,,,,The Library of Analytical Psychology,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780433308829,Book,Butterworth-Heinemann
978-0-407-00357-6,9780407003576,Food Legislation of the UK,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407003576,Book,Butterworth-Heinemann
978-0-433-30880-5,9780433308805,Analytical Psychology,,,,,1973,2013/11/17,https://www.sciencedirect.com/science/book/9780433308805,Book,Butterworth-Heinemann
978-0-433-17800-2,9780433178002,Herpes Simplex Varicella and Zoster,,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780433178002,Book,Butterworth-Heinemann
978-0-407-00422-1,9780407004221,Control and Manipulation of Animal Growth,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407004221,Book,Butterworth-Heinemann
978-0-409-95185-1,9780409951851,Viscous Flows,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409951851,Book,Butterworth-Heinemann
978-0-407-00219-7,9780407002197,Contact Lens Design Tables,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780407002197,Book,Butterworth-Heinemann
978-0-433-04590-8,9780433045908,A Guide to Laboratory Animal Technology,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780433045908,Book,Butterworth-Heinemann
978-0-407-00201-2,9780407002012,Muscle Function Testing,,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780407002012,Book,Butterworth-Heinemann
978-0-433-00660-2,9780433006602,The Anatomy of Aging in Man and Animals,,,,,1971,2013/11/17,https://www.sciencedirect.com/science/book/9780433006602,Book,Butterworth-Heinemann
978-0-407-01280-6,9780407012806,Frontiers in Colorectal Disease,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407012806,Book,Butterworth-Heinemann
978-0-433-18810-0,9780433188100,Tumor Specific Transplantation Antigen,,,,,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780433188100,Book,Butterworth-Heinemann
978-0-409-95191-2,9780409951912,Polymyositis and Dermatomyositis,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409951912,Book,Butterworth-Heinemann
978-0-407-00254-8,9780407002548,Introduction to Clinical Chemistry,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407002548,Book,Butterworth-Heinemann
978-0-407-00174-9,9780407001749,Advances in Clinical Cytology,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780407001749,Book,Butterworth-Heinemann
978-0-409-95179-0,9780409951790,Gas–Liquid–Solid Fluidization Engineering,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409951790,Book,Butterworth-Heinemann
978-0-409-95178-3,9780409951783,Transport Processes in Chemically Reacting Flow Systems,,,,Butterworths Series in Chemical Engineering,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409951783,Book,Butterworth-Heinemann
978-0-409-95162-2,9780409951622,Phase Equilibria in Chemical Engineering,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780409951622,Book,Butterworth-Heinemann
978-0-407-00152-7,9780407001527,Neuropsychology,,,,,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780407001527,Book,Butterworth-Heinemann
978-0-409-95137-0,9780409951370,A Guide to Internal Loss Prevention,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409951370,Book,Butterworth-Heinemann
978-0-433-00032-7,9780433000327,Anatomy and Human Movement,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780433000327,Book,Butterworth-Heinemann
978-0-407-00265-4,9780407002654,Aerosols and the Lung,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407002654,Book,Butterworth-Heinemann
978-0-433-17550-6,9780433175506,Ministering to Minds Diseased,,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780433175506,Book,Butterworth-Heinemann
978-0-407-00303-3,9780407003033,Cereal Production,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407003033,Book,Butterworth-Heinemann
978-0-407-00302-6,9780407003026,Genetics of Reproduction in Sheep,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407003026,Book,Butterworth-Heinemann
978-0-407-00299-9,9780407002999,Diagnostic Electron Microscopy of Tumours (Second Edition),,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407002999,Book,Butterworth-Heinemann
978-0-433-15351-1,9780433153511,Environmental Medicine (Second Edition),,,,,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780433153511,Book,Butterworth-Heinemann
978-0-407-00294-4,9780407002944,Recent Progress in Mitral Valve Disease,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407002944,Book,Butterworth-Heinemann
978-0-433-06410-7,9780433064107,Behaviour Modification with the Retarded Child,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780433064107,Book,Butterworth-Heinemann
978-0-433-13390-2,9780433133902,Comparative Mammalian Haematology,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780433133902,Book,Butterworth-Heinemann
978-0-407-00236-4,9780407002364,Brain Sciences in Psychiatry,,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780407002364,Book,Butterworth-Heinemann
978-0-433-09310-7,9780433093107,Infectious Diseases (Second Edition),,,,,1967,2013/11/17,https://www.sciencedirect.com/science/book/9780433093107,Book,Butterworth-Heinemann
978-0-407-00260-9,9780407002609,Brain Sciences in Psychiatry: Study Guide,,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780407002609,Book,Butterworth-Heinemann
978-0-433-07170-9,9780433071709,The Clinical Significance of the Essential Biological Metals,,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780433071709,Book,Butterworth-Heinemann
978-0-407-00255-5,9780407002555,Trace Elements in Health,,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780407002555,Book,Butterworth-Heinemann
978-0-433-07060-3,9780433070603,Dale's an Introduction to Social Biology (Fourth Edition),,,,,1971,2013/11/17,https://www.sciencedirect.com/science/book/9780433070603,Book,Butterworth-Heinemann
978-0-434-90183-8,9780434901838,Newnes Radio and Electronics Engineer's Pocket Book (Seventeenth Edition),,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780434901838,Book,Butterworth-Heinemann
978-0-433-14010-8,9780433140108,The Illusory Freedom,,,,,1978,2013/11/17,https://www.sciencedirect.com/science/book/9780433140108,Book,Butterworth-Heinemann
978-0-435-54770-7,9780435547707,Nuclear Or Not?,,,,,1978,2013/11/17,https://www.sciencedirect.com/science/book/9780435547707,Book,Butterworth-Heinemann
978-0-407-13602-1,9780407136021,Clinical Electroencephalography (Third Edition),,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780407136021,Book,Butterworth-Heinemann
978-0-407-00490-0,9780407004900,Exercises in Chest X-ray Diagnosis,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407004900,Book,Butterworth-Heinemann
978-0-407-00460-3,9780407004603,Feeding of Non-Ruminant Livestock,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407004603,Book,Butterworth-Heinemann
978-0-435-83801-0,9780435838010,Rational Techniques in Policy Analysis,,,,,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780435838010,Book,Butterworth-Heinemann
978-0-435-75090-9,9780435750909,Casting and Moulding,,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780435750909,Book,Butterworth-Heinemann
978-0-434-98514-2,9780434985142,Politics,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780434985142,Book,Academic Press
978-0-435-71441-3,9780435714413,Problems in Mechanical Technology,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780435714413,Book,Butterworth-Heinemann
978-0-407-00780-2,9780407007802,Progress in Plant Breeding–1,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407007802,Book,Butterworth-Heinemann
978-0-435-34922-6,9780435349226,Urban–Rural Links,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780435349226,Book,Butterworth-Heinemann
978-0-434-98612-5,9780434986125,Electronics Made Simple,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780434986125,Book,Academic Press
978-0-434-98586-9,9780434985869,Religious Studies,,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780434985869,Book,Academic Press
978-0-434-98571-5,9780434985715,Geology (Second Edition),,,,The Made Simple Series,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780434985715,Book,Butterworth-Heinemann
978-0-434-98528-9,9780434985289,Psychology: Made Simple,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434985289,Book,Academic Press
978-0-434-90153-1,9780434901531,Communications Satellites,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780434901531,Book,Butterworth-Heinemann
978-0-435-72562-4,9780435725624,Process Plant Design,,,,Heinemann Chemical Engineering Series,1973,2013/11/17,https://www.sciencedirect.com/science/book/9780435725624,Book,Butterworth-Heinemann
978-0-407-01720-7,9780407017207,Contraception,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780407017207,Book,Butterworth-Heinemann
978-0-407-01180-9,9780407011809,Handling of Bulk Solids,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780407011809,Book,Butterworth-Heinemann
978-0-407-01165-6,9780407011656,Recent Advances in Animal Nutrition–1988,,,,Studies in the Agricultural and Food Sciences,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780407011656,Book,Butterworth-Heinemann
978-0-407-01513-5,9780407015135,Recent Developments in Poultry Nutrition,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780407015135,Book,Butterworth-Heinemann
978-0-407-01540-1,9780407015401,Food Legislative System of the UK,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780407015401,Book,Butterworth-Heinemann
978-0-407-01164-9,9780407011649,Recent Developments in Ruminant Nutrition–2,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780407011649,Book,Butterworth-Heinemann
978-0-407-01163-2,9780407011632,Recent Advances in Animal Nutrition,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407011632,Book,Butterworth-Heinemann
978-0-407-00570-9,9780407005709,Manipulation of Flowering,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780407005709,Book,Butterworth-Heinemann
978-0-407-01161-8,9780407011618,Recent Advances in Animal Nutrition,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407011618,Book,Butterworth-Heinemann
978-0-407-02354-3,9780407023543,Arthritis and Society,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407023543,Book,Butterworth-Heinemann
978-0-407-01160-1,9780407011601,Recent Advances in Animal Nutrition–1984,,,,Studies in the Agricultural and Food Sciences,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780407011601,Book,Butterworth-Heinemann
978-0-407-00936-3,9780407009363,Guide to Immediate Anaesthetic Reactions,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780407009363,Book,Butterworth-Heinemann
978-0-407-00922-6,9780407009226,The Pea Crop,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407009226,Book,Butterworth-Heinemann
978-0-407-00921-9,9780407009219,Plant Tissue Culture and its Agricultural Applications,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407009219,Book,Butterworth-Heinemann
978-0-407-00920-2,9780407009202,Ethylene and Plant Development,,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780407009202,Book,Butterworth-Heinemann
978-0-434-98489-3,9780434984893,Organic Chemistry: Made Simple,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780434984893,Book,Academic Press
978-0-407-01162-5,9780407011625,Recent Advances in Animal Nutrition,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780407011625,Book,Butterworth-Heinemann
978-0-434-90399-3,9780434903993,The Unseen Revolution,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780434903993,Book,Butterworth-Heinemann
978-0-434-91210-0,9780434912100,Audio IC Circuits Manual,,,,Newnes Circuits Manual Series,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434912100,Book,Newnes
978-0-434-91082-3,9780434910823,Electronics 2 (Second Edition),,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434910823,Book,Butterworth-Heinemann
978-0-434-91018-2,9780434910182,Electronics 3 Checkbook (Second Edition),,,,The Checkbooks Series,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434910182,Book,Newnes
978-0-434-90870-7,9780434908707,CAD Systems in Mechanical and Production Engineering,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434908707,Book,Newnes
978-0-434-90795-3,9780434907953,Electric Motors and Drives,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434907953,Book,Newnes
978-0-434-98520-3,9780434985203,Physical Geography (Second Edition),,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780434985203,Book,Academic Press
978-0-434-90606-2,9780434906062,Marine Boilers (Third Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434906062,Book,Newnes
978-0-434-91263-6,9780434912636,Operational Amplifier Circuits,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780434912636,Book,Butterworth-Heinemann
978-0-434-90395-5,9780434903955,The Age of Discontinuity,,,,,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780434903955,Book,Butterworth-Heinemann
978-0-434-90234-7,9780434902347,Landscape Design with Plants (Second Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434902347,Book,Newnes
978-0-434-90210-1,9780434902101,Audio and Hi-fi Engineer's Pocket Book,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434902101,Book,Butterworth-Heinemann
978-0-434-90203-3,9780434902033,Newnes Electronics Assembly Handbook,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434902033,Book,Newnes
978-0-434-90199-9,9780434901999,The Newnes Guide to Home Electrics (Second Edition),,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780434901999,Book,Newnes
978-0-434-90187-6,9780434901876,Newnes Radio and Electronics Engineer's Pocket Book (Eighteenth Edition),,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434901876,Book,Newnes
978-0-434-90723-6,9780434907236,Analog Electronics: Analog Circuitry Explained,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434907236,Book,Newnes
978-0-434-91753-2,9780434917532,Beginner's Guide to Gemmology (Second Edition),,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434917532,Book,Butterworth-Heinemann
978-0-434-98463-3,9780434984633,Human Biology,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780434984633,Book,Academic Press
978-0-434-98455-8,9780434984558,Data Processing (Second Edition),,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780434984558,Book,Academic Press
978-0-434-92339-7,9780434923397,Microprocessor Based Systems for the Higher Technician,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434923397,Book,Newnes
978-0-434-92332-8,9780434923328,Microelectronic Systems N2 Checkbook (Second Edition),,,,The Checkbook Series,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434923328,Book,Butterworth-Heinemann
978-0-434-92193-5,9780434921935,Microelectronic Systems 1 Checkbook,,,,The Checkbook Series,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780434921935,Book,Butterworth-Heinemann
978-0-434-91848-5,9780434918485,Modern Electrical Installation for Craft Students (Third Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434918485,Book,Newnes
978-0-434-91212-4,9780434912124,CMOS Circuits Manual,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780434912124,Book,Butterworth-Heinemann
978-0-434-91826-3,9780434918263,Tribology in Machine Design,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434918263,Book,Newnes
978-0-434-91216-2,9780434912162,Power Control Circuits Manual,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434912162,Book,Newnes
978-0-434-91550-7,9780434915507,Newnes Short Wave Listening Handbook,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434915507,Book,Newnes
978-0-434-91473-9,9780434914739,Light and Heavy Vehicle Technology,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434914739,Book,Newnes
978-0-434-91378-7,9780434913787,Filter Handbook,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780434913787,Book,Newnes
978-0-434-91370-1,9780434913701,Environmental Protection of the North Sea,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434913701,Book,Butterworth-Heinemann
978-0-434-91291-9,9780434912919,Timer/Generator Circuits Manual,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780434912919,Book,Newnes
978-0-409-95193-6,9780409951936,Anaphylactic Reactions in Anesthesia and Intensive Care,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409951936,Book,Butterworth-Heinemann
978-0-434-91845-4,9780434918454,Practical Electronics Handbook (Second Edition),,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780434918454,Book,Butterworth-Heinemann
978-0-408-70917-0,9780408709170,Antibiotics and Antibiosis in Agriculture,,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780408709170,Book,Butterworth-Heinemann
978-0-408-70729-9,9780408707299,Subnuclear Components,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408707299,Book,Butterworth-Heinemann
978-0-408-71011-4,9780408710114,Recent Advances in Animal Nutrition–1978,,,,Studies in the Agricultural and Food Sciences,1979,2013/11/17,https://www.sciencedirect.com/science/book/9780408710114,Book,Butterworth-Heinemann
978-0-408-70937-8,9780408709378,Basic Water and Wastewater Treatment,,,,Butterworths Basic Series,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780408709378,Book,Butterworth-Heinemann
978-0-408-70934-7,9780408709347,Steel and its Heat Treatment,,,,,1967,2013/11/17,https://www.sciencedirect.com/science/book/9780408709347,Book,Butterworth-Heinemann
978-0-408-70933-0,9780408709330,Cast Iron: Physical and Engineering Properties (Second Edition),,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408709330,Book,Butterworth-Heinemann
978-0-408-70932-3,9780408709323,Aluminum Alloys,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408709323,Book,Butterworth-Heinemann
978-0-408-71013-8,9780408710138,Recent Advances in Animal Nutrition–1980,,,,Studies in the Agricultural and Food Sciences,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780408710138,Book,Butterworth-Heinemann
978-0-408-70918-7,9780408709187,Plant Proteins,,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780408709187,Book,Butterworth-Heinemann
978-0-408-71014-5,9780408710145,Recent Advances in Animal Nutrition,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780408710145,Book,Butterworth-Heinemann
978-0-408-70909-5,9780408709095,Fundamentals of Fluidized Bed Chemical Processes,,,,Butterworths Monographs in Chemical Engineering,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780408709095,Book,Butterworth-Heinemann
978-0-408-70809-8,9780408708098,Valency and Molecular Structure (Fourth Edition),,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780408708098,Book,Butterworth-Heinemann
978-0-408-70795-4,9780408707954,Solid–Liquid Separation,,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780408707954,Book,Butterworth-Heinemann
978-0-408-70790-9,9780408707909,Kinetics and Dynamics of Elementary Gas Reactions,,,,Butterworths Monographs in Chemistry and Chemical Engineering,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780408707909,Book,Butterworth-Heinemann
978-0-408-70782-4,9780408707824,Modern Physical Metallurgy (Third Edition),,,,,1970,2013/11/17,https://www.sciencedirect.com/science/book/9780408707824,Book,Butterworth-Heinemann
978-0-408-70778-7,9780408707787,Adaptation to Environment,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408707787,Book,Butterworth-Heinemann
978-0-409-60469-6,9780409604696,Agricultural and Horticultural Engineering,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409604696,Book,Butterworth-Heinemann
978-0-408-70924-8,9780408709248,Control of Ovulation,,,,,1978,2013/11/17,https://www.sciencedirect.com/science/book/9780408709248,Book,Butterworth-Heinemann
978-0-408-89471-5,9780408894715,Organosilicon Chemistry: 2,,,,,1969,2013/11/17,https://www.sciencedirect.com/science/book/9780408894715,Book,Butterworth-Heinemann
978-0-409-49069-5,9780409490695,Farm Planning with Linear Programming,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409490695,Book,Butterworth-Heinemann
978-0-409-30946-1,9780409309461,The Manual of Australian Agriculture,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409309461,Book,Butterworth-Heinemann
978-0-407-00183-1,9780407001831,Radionuclide Tracer Techniques in Haematology,,,,,1981,2013/11/17,https://www.sciencedirect.com/science/book/9780407001831,Book,Butterworth-Heinemann
978-0-409-11082-1,9780409110821,Strength of Materials for Technicians,,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780409110821,Book,Butterworth-Heinemann
978-0-409-10255-0,9780409102550,An Educational Psychology for Schools in Africa,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409102550,Book,Butterworth-Heinemann
978-0-409-09128-1,9780409091281,Conduct Disorders in Youth,,,,,1979,2013/11/17,https://www.sciencedirect.com/science/book/9780409091281,Book,Butterworth-Heinemann
